suicides_no,year,country,sex,age
51,2014,El Salvador,M,15-24 years
9,2014,El Salvador,F,75+ years
33,2014,El Salvador,F,15-24 years
24,2014,El Salvador,F,25-34 years
27,2014,El Salvador,F,35-54 years
11,2014,El Salvador,F,55-74 years
4,2014,El Salvador,F,5-14 years
2,2014,El Salvador,M,5-14 years
227,1995,Estonia,M,35-54 years
20,1995,Estonia,M,75+ years
119,1995,Estonia,M,55-74 years
66,1995,Estonia,M,25-34 years
18,1995,Estonia,F,75+ years
53,1995,Estonia,F,55-74 years
29,1995,Estonia,M,15-24 years
41,1995,Estonia,F,35-54 years
9,1995,Estonia,F,25-34 years
7,1995,Estonia,F,15-24 years
5,1995,Estonia,M,5-14 years
22,1996,Estonia,M,75+ years
217,1996,Estonia,M,35-54 years
100,1996,Estonia,M,55-74 years
53,1996,Estonia,M,25-34 years
25,1996,Estonia,F,75+ years
37,1996,Estonia,M,15-24 years
37,1996,Estonia,F,55-74 years
40,1996,Estonia,F,35-54 years
8,1996,Estonia,F,15-24 years
4,1996,Estonia,M,5-14 years
2,1996,Estonia,F,25-34 years
20,1997,Estonia,M,75+ years
193,1997,Estonia,M,35-54 years
117,1997,Estonia,M,55-74 years
60,1997,Estonia,M,25-34 years
36,1997,Estonia,M,15-24 years
15,1997,Estonia,F,75+ years
34,1997,Estonia,F,55-74 years
29,1997,Estonia,F,35-54 years
7,1997,Estonia,F,25-34 years
6,1997,Estonia,F,15-24 years
5,1997,Estonia,M,5-14 years
123,1998,Estonia,M,55-74 years
166,1998,Estonia,M,35-54 years
11,1998,Estonia,M,75+ years
55,1998,Estonia,M,25-34 years
36,1998,Estonia,M,15-24 years
14,1998,Estonia,F,75+ years
32,1998,Estonia,F,35-54 years
25,1998,Estonia,F,55-74 years
5,1998,Estonia,F,15-24 years
5,1998,Estonia,M,5-14 years
4,1998,Estonia,F,25-34 years
1,1998,Estonia,F,5-14 years
23,1999,Estonia,M,75+ years
101,1999,Estonia,M,55-74 years
148,1999,Estonia,M,35-54 years
54,1999,Estonia,M,25-34 years
47,1999,Estonia,M,15-24 years
22,1999,Estonia,F,75+ years
35,1999,Estonia,F,35-54 years
26,1999,Estonia,F,55-74 years
7,1999,Estonia,F,15-24 years
3,1999,Estonia,F,25-34 years
2,1999,Estonia,M,5-14 years
19,2000,Estonia,M,75+ years
136,2000,Estonia,M,35-54 years
66,2000,Estonia,M,55-74 years
38,2000,Estonia,M,25-34 years
30,2000,Estonia,M,15-24 years
38,2000,Estonia,F,55-74 years
10,2000,Estonia,F,75+ years
11,2000,Estonia,F,25-34 years
22,2000,Estonia,F,35-54 years
6,2000,Estonia,F,15-24 years
1,2000,Estonia,F,5-14 years
135,2001,Estonia,M,35-54 years
84,2001,Estonia,M,55-74 years
12,2001,Estonia,M,75+ years
44,2001,Estonia,M,25-34 years
26,2001,Estonia,F,75+ years
36,2001,Estonia,M,15-24 years
22,2001,Estonia,F,55-74 years
24,2001,Estonia,F,35-54 years
8,2001,Estonia,F,25-34 years
6,2001,Estonia,F,15-24 years
4,2001,Estonia,M,5-14 years
17,2002,Estonia,M,75+ years
74,2002,Estonia,M,55-74 years
117,2002,Estonia,M,35-54 years
53,2002,Estonia,M,25-34 years
34,2002,Estonia,M,15-24 years
14,2002,Estonia,F,75+ years
28,2002,Estonia,F,35-54 years
19,2002,Estonia,F,55-74 years
6,2002,Estonia,F,25-34 years
4,2002,Estonia,M,5-14 years
4,2002,Estonia,F,15-24 years
1,2002,Estonia,F,5-14 years
19,2003,Estonia,M,75+ years
116,2003,Estonia,M,35-54 years
69,2003,Estonia,M,55-74 years
38,2003,Estonia,M,25-34 years
31,2003,Estonia,M,15-24 years
16,2003,Estonia,F,75+ years
21,2003,Estonia,F,35-54 years
17,2003,Estonia,F,55-74 years
6,2003,Estonia,F,15-24 years
5,2003,Estonia,F,25-34 years
3,2003,Estonia,M,5-14 years
1,2003,Estonia,F,5-14 years
73,2004,Estonia,M,55-74 years
104,2004,Estonia,M,35-54 years
13,2004,Estonia,M,75+ years
43,2004,Estonia,M,25-34 years
31,2004,Estonia,M,15-24 years
11,2004,Estonia,F,75+ years
22,2004,Estonia,F,55-74 years
7,2004,Estonia,F,25-34 years
6,2004,Estonia,F,15-24 years
12,2004,Estonia,F,35-54 years
1,2004,Estonia,F,5-14 years
97,2005,Estonia,M,35-54 years
13,2005,Estonia,M,75+ years
50,2005,Estonia,M,55-74 years
32,2005,Estonia,M,25-34 years
27,2005,Estonia,M,15-24 years
15,2005,Estonia,F,75+ years
18,2005,Estonia,F,55-74 years
12,2005,Estonia,F,35-54 years
5,2005,Estonia,F,15-24 years
3,2005,Estonia,F,25-34 years
1,2005,Estonia,M,5-14 years
14,2006,Estonia,M,75+ years
56,2006,Estonia,M,55-74 years
73,2006,Estonia,M,35-54 years
18,2006,Estonia,F,75+ years
26,2006,Estonia,M,15-24 years
21,2006,Estonia,M,25-34 years
17,2006,Estonia,F,55-74 years
12,2006,Estonia,F,35-54 years
5,2006,Estonia,F,15-24 years
4,2006,Estonia,F,25-34 years
1,2006,Estonia,M,5-14 years
21,2007,Estonia,M,75+ years
58,2007,Estonia,M,55-74 years
39,2007,Estonia,M,25-34 years
66,2007,Estonia,M,35-54 years
21,2007,Estonia,M,15-24 years
13,2007,Estonia,F,75+ years
17,2007,Estonia,F,55-74 years
11,2007,Estonia,F,35-54 years
3,2007,Estonia,F,15-24 years
2,2007,Estonia,F,25-34 years
18,2008,Estonia,M,75+ years
47,2008,Estonia,M,55-74 years
71,2008,Estonia,M,35-54 years
29,2008,Estonia,M,15-24 years
23,2008,Estonia,M,25-34 years
12,2008,Estonia,F,75+ years
15,2008,Estonia,F,55-74 years
16,2008,Estonia,F,35-54 years
5,2008,Estonia,F,15-24 years
4,2008,Estonia,F,25-34 years
1,2008,Estonia,F,5-14 years
1,2008,Estonia,M,5-14 years
66,2009,Estonia,M,55-74 years
88,2009,Estonia,M,35-54 years
13,2009,Estonia,M,75+ years
30,2009,Estonia,M,25-34 years
23,2009,Estonia,M,15-24 years
16,2009,Estonia,F,75+ years
14,2009,Estonia,F,55-74 years
14,2009,Estonia,F,35-54 years
3,2009,Estonia,F,25-34 years
2,2009,Estonia,F,15-24 years
18,2010,Estonia,M,75+ years
54,2010,Estonia,M,55-74 years
61,2010,Estonia,M,35-54 years
28,2010,Estonia,M,25-34 years
20,2010,Estonia,M,15-24 years
12,2010,Estonia,F,75+ years
14,2010,Estonia,F,55-74 years
5,2010,Estonia,F,25-34 years
9,2010,Estonia,F,35-54 years
2,2010,Estonia,F,15-24 years
21,2011,Estonia,M,75+ years
57,2011,Estonia,M,55-74 years
58,2011,Estonia,M,35-54 years
23,2011,Estonia,M,25-34 years
19,2011,Estonia,M,15-24 years
12,2011,Estonia,F,75+ years
15,2011,Estonia,F,35-54 years
9,2011,Estonia,F,55-74 years
3,2011,Estonia,F,15-24 years
1,2011,Estonia,F,25-34 years
20,2012,Estonia,M,75+ years
59,2012,Estonia,M,55-74 years
65,2012,Estonia,M,35-54 years
30,2012,Estonia,M,25-34 years
18,2012,Estonia,F,75+ years
14,2012,Estonia,M,15-24 years
17,2012,Estonia,F,55-74 years
7,2012,Estonia,F,35-54 years
3,2012,Estonia,F,25-34 years
2,2012,Estonia,M,5-14 years
2,2012,Estonia,F,15-24 years
23,2013,Estonia,M,75+ years
58,2013,Estonia,M,55-74 years
52,2013,Estonia,M,35-54 years
22,2013,Estonia,M,25-34 years
18,2013,Estonia,F,75+ years
15,2013,Estonia,M,15-24 years
13,2013,Estonia,F,35-54 years
12,2013,Estonia,F,55-74 years
2,2013,Estonia,F,15-24 years
2,2013,Estonia,F,25-34 years
1,2013,Estonia,M,5-14 years
26,2014,Estonia,M,75+ years
50,2014,Estonia,M,55-74 years
39,2014,Estonia,M,25-34 years
57,2014,Estonia,M,35-54 years
19,2014,Estonia,M,15-24 years
13,2014,Estonia,F,75+ years
16,2014,Estonia,F,35-54 years
8,2014,Estonia,F,25-34 years
10,2014,Estonia,F,55-74 years
2,2014,Estonia,M,5-14 years
1,2014,Estonia,F,15-24 years
20,2015,Estonia,M,75+ years
44,2015,Estonia,M,55-74 years
21,2015,Estonia,M,15-24 years
48,2015,Estonia,M,35-54 years
25,2015,Estonia,M,25-34 years
9,2015,Estonia,F,75+ years
12,2015,Estonia,F,55-74 years
11,2015,Estonia,F,35-54 years
2,2015,Estonia,F,25-34 years
1,2015,Estonia,F,15-24 years
1,2015,Estonia,F,5-14 years
1,2015,Estonia,M,5-14 years
4,2001,Fiji,M,55-74 years
10,2001,Fiji,M,35-54 years
8,2001,Fiji,M,15-24 years
5,2001,Fiji,M,25-34 years
5,2001,Fiji,F,15-24 years
2,2001,Fiji,F,25-34 years
1,2001,Fiji,F,55-74 years
1,2001,Fiji,M,5-14 years
1,2002,Fiji,M,75+ years
1,2002,Fiji,F,75+ years
5,2002,Fiji,M,55-74 years
9,2002,Fiji,M,15-24 years
5,2002,Fiji,F,25-34 years
6,2002,Fiji,F,15-24 years
4,2002,Fiji,M,25-34 years
5,2002,Fiji,M,35-54 years
3,2002,Fiji,F,35-54 years
2,2002,Fiji,M,5-14 years
1,2002,Fiji,F,5-14 years
2,2003,Fiji,M,55-74 years
3,2003,Fiji,M,15-24 years
2,2003,Fiji,F,25-34 years
1,2003,Fiji,F,15-24 years
1,2003,Fiji,F,35-54 years
1,2003,Fiji,M,35-54 years
2,2004,Fiji,M,75+ years
5,2004,Fiji,M,55-74 years
4,2004,Fiji,M,25-34 years
4,2004,Fiji,F,15-24 years
3,2004,Fiji,M,15-24 years
1,2004,Fiji,F,55-74 years
2,2004,Fiji,M,35-54 years
1,2004,Fiji,F,25-34 years
1,2004,Fiji,F,5-14 years
1,2004,Fiji,F,35-54 years
1,2005,Fiji,M,75+ years
9,2005,Fiji,M,35-54 years
3,2005,Fiji,F,25-34 years
3,2005,Fiji,M,25-34 years
2,2005,Fiji,F,15-24 years
1,2005,Fiji,M,55-74 years
2,2005,Fiji,M,15-24 years
1,2005,Fiji,F,35-54 years
5,2006,Fiji,F,15-24 years
4,2006,Fiji,M,25-34 years
6,2006,Fiji,M,35-54 years
4,2006,Fiji,M,15-24 years
2,2006,Fiji,F,5-14 years
1,2006,Fiji,F,55-74 years
1,2006,Fiji,M,5-14 years
1,2006,Fiji,F,35-54 years
3,2007,Fiji,M,55-74 years
3,2007,Fiji,M,15-24 years
2,2007,Fiji,F,25-34 years
2,2007,Fiji,M,25-34 years
2,2007,Fiji,M,35-54 years
1,2007,Fiji,F,15-24 years
9,2008,Fiji,M,25-34 years
11,2008,Fiji,M,35-54 years
5,2008,Fiji,F,35-54 years
2,2008,Fiji,M,55-74 years
3,2008,Fiji,F,15-24 years
3,2008,Fiji,M,15-24 years
2,2008,Fiji,F,25-34 years
1,2008,Fiji,F,55-74 years
1,2008,Fiji,F,5-14 years
1,2009,Fiji,F,75+ years
8,2009,Fiji,M,35-54 years
5,2009,Fiji,M,25-34 years
3,2009,Fiji,M,55-74 years
3,2009,Fiji,F,25-34 years
3,2009,Fiji,M,15-24 years
2,2009,Fiji,F,15-24 years
1,2009,Fiji,F,55-74 years
3,2011,Fiji,M,75+ years
10,2011,Fiji,M,25-34 years
10,2011,Fiji,M,35-54 years
3,2011,Fiji,M,55-74 years
4,2011,Fiji,M,15-24 years
2,2011,Fiji,F,55-74 years
3,2011,Fiji,F,15-24 years
2,2011,Fiji,F,35-54 years
1,2011,Fiji,F,25-34 years
2,2012,Fiji,M,75+ years
1,2012,Fiji,F,75+ years
7,2012,Fiji,M,15-24 years
5,2012,Fiji,M,25-34 years
6,2012,Fiji,M,35-54 years
4,2012,Fiji,F,15-24 years
2,2012,Fiji,M,55-74 years
2,2012,Fiji,F,55-74 years
2,2012,Fiji,F,25-34 years
1,2012,Fiji,F,35-54 years
57,1987,Finland,M,75+ years
422,1987,Finland,M,35-54 years
225,1987,Finland,M,55-74 years
222,1987,Finland,M,25-34 years
135,1987,Finland,M,15-24 years
99,1987,Finland,F,55-74 years
122,1987,Finland,F,35-54 years
44,1987,Finland,F,25-34 years
26,1987,Finland,F,15-24 years
7,1987,Finland,F,75+ years
4,1987,Finland,M,5-14 years
54,1988,Finland,M,75+ years
458,1988,Finland,M,35-54 years
238,1988,Finland,M,25-34 years
218,1988,Finland,M,55-74 years
137,1988,Finland,M,15-24 years
124,1988,Finland,F,35-54 years
89,1988,Finland,F,55-74 years
27,1988,Finland,F,75+ years
29,1988,Finland,F,25-34 years
25,1988,Finland,F,15-24 years
2,1988,Finland,M,5-14 years
1,1988,Finland,F,5-14 years
72,1989,Finland,M,75+ years
439,1989,Finland,M,35-54 years
231,1989,Finland,M,55-74 years
203,1989,Finland,M,25-34 years
170,1989,Finland,M,15-24 years
127,1989,Finland,F,35-54 years
86,1989,Finland,F,55-74 years
21,1989,Finland,F,75+ years
40,1989,Finland,F,25-34 years
21,1989,Finland,F,15-24 years
3,1989,Finland,M,5-14 years
77,1990,Finland,M,75+ years
483,1990,Finland,M,35-54 years
250,1990,Finland,M,25-34 years
210,1990,Finland,M,55-74 years
169,1990,Finland,M,15-24 years
92,1990,Finland,F,55-74 years
124,1990,Finland,F,35-54 years
48,1990,Finland,F,25-34 years
35,1990,Finland,F,15-24 years
20,1990,Finland,F,75+ years
4,1990,Finland,M,5-14 years
67,1991,Finland,M,75+ years
257,1991,Finland,M,25-34 years
489,1991,Finland,M,35-54 years
235,1991,Finland,M,55-74 years
139,1991,Finland,M,15-24 years
134,1991,Finland,F,35-54 years
82,1991,Finland,F,55-74 years
25,1991,Finland,F,75+ years
39,1991,Finland,F,25-34 years
23,1991,Finland,F,15-24 years
3,1991,Finland,M,5-14 years
517,1992,Finland,M,35-54 years
254,1992,Finland,M,25-34 years
56,1992,Finland,M,75+ years
211,1992,Finland,M,55-74 years
115,1992,Finland,M,15-24 years
132,1992,Finland,F,35-54 years
71,1992,Finland,F,55-74 years
46,1992,Finland,F,25-34 years
19,1992,Finland,F,75+ years
26,1992,Finland,F,15-24 years
3,1992,Finland,M,5-14 years
1,1992,Finland,F,5-14 years
514,1993,Finland,M,35-54 years
59,1993,Finland,M,75+ years
215,1993,Finland,M,25-34 years
208,1993,Finland,M,55-74 years
107,1993,Finland,M,15-24 years
138,1993,Finland,F,35-54 years
80,1993,Finland,F,55-74 years
49,1993,Finland,F,25-34 years
13,1993,Finland,F,75+ years
10,1993,Finland,F,15-24 years
3,1993,Finland,M,5-14 years
1,1993,Finland,F,5-14 years
484,1994,Finland,M,35-54 years
53,1994,Finland,M,75+ years
195,1994,Finland,M,25-34 years
199,1994,Finland,M,55-74 years
147,1994,Finland,M,15-24 years
156,1994,Finland,F,35-54 years
68,1994,Finland,F,55-74 years
39,1994,Finland,F,25-34 years
19,1994,Finland,F,75+ years
24,1994,Finland,F,15-24 years
2,1994,Finland,M,5-14 years
1,1994,Finland,F,5-14 years
489,1995,Finland,M,35-54 years
49,1995,Finland,M,75+ years
226,1995,Finland,M,55-74 years
194,1995,Finland,M,25-34 years
118,1995,Finland,M,15-24 years
138,1995,Finland,F,35-54 years
76,1995,Finland,F,55-74 years
48,1995,Finland,F,25-34 years
20,1995,Finland,F,75+ years
26,1995,Finland,F,15-24 years
4,1995,Finland,M,5-14 years
439,1996,Finland,M,35-54 years
183,1996,Finland,M,25-34 years
44,1996,Finland,M,75+ years
186,1996,Finland,M,55-74 years
110,1996,Finland,M,15-24 years
123,1996,Finland,F,35-54 years
76,1996,Finland,F,55-74 years
44,1996,Finland,F,25-34 years
15,1996,Finland,F,75+ years
21,1996,Finland,F,15-24 years
3,1996,Finland,F,5-14 years
3,1996,Finland,M,5-14 years
473,1997,Finland,M,35-54 years
53,1997,Finland,M,75+ years
179,1997,Finland,M,25-34 years
204,1997,Finland,M,55-74 years
128,1997,Finland,M,15-24 years
133,1997,Finland,F,35-54 years
65,1997,Finland,F,55-74 years
43,1997,Finland,F,25-34 years
19,1997,Finland,F,75+ years
22,1997,Finland,F,15-24 years
2,1997,Finland,F,5-14 years
1,1997,Finland,M,5-14 years
64,1998,Finland,M,75+ years
413,1998,Finland,M,35-54 years
172,1998,Finland,M,25-34 years
212,1998,Finland,M,55-74 years
98,1998,Finland,M,15-24 years
77,1998,Finland,F,55-74 years
105,1998,Finland,F,35-54 years
38,1998,Finland,F,25-34 years
19,1998,Finland,F,75+ years
25,1998,Finland,F,15-24 years
3,1998,Finland,M,5-14 years
2,1998,Finland,F,5-14 years
52,1999,Finland,M,75+ years
408,1999,Finland,M,35-54 years
167,1999,Finland,M,25-34 years
204,1999,Finland,M,55-74 years
122,1999,Finland,M,15-24 years
118,1999,Finland,F,35-54 years
68,1999,Finland,F,55-74 years
36,1999,Finland,F,25-34 years
19,1999,Finland,F,15-24 years
11,1999,Finland,F,75+ years
1,1999,Finland,F,5-14 years
1,1999,Finland,M,5-14 years
402,2000,Finland,M,35-54 years
156,2000,Finland,M,25-34 years
44,2000,Finland,M,75+ years
166,2000,Finland,M,55-74 years
105,2000,Finland,M,15-24 years
84,2000,Finland,F,55-74 years
122,2000,Finland,F,35-54 years
41,2000,Finland,F,25-34 years
26,2000,Finland,F,15-24 years
17,2000,Finland,F,75+ years
2,2000,Finland,F,5-14 years
429,2001,Finland,M,35-54 years
156,2001,Finland,M,25-34 years
207,2001,Finland,M,55-74 years
44,2001,Finland,M,75+ years
93,2001,Finland,M,15-24 years
130,2001,Finland,F,35-54 years
72,2001,Finland,F,55-74 years
23,2001,Finland,F,75+ years
23,2001,Finland,F,25-34 years
22,2001,Finland,F,15-24 years
4,2001,Finland,M,5-14 years
1,2001,Finland,F,5-14 years
57,2002,Finland,M,75+ years
339,2002,Finland,M,35-54 years
204,2002,Finland,M,55-74 years
124,2002,Finland,M,25-34 years
97,2002,Finland,M,15-24 years
125,2002,Finland,F,35-54 years
75,2002,Finland,F,55-74 years
30,2002,Finland,F,25-34 years
18,2002,Finland,F,75+ years
23,2002,Finland,F,15-24 years
3,2002,Finland,M,5-14 years
376,2003,Finland,M,35-54 years
52,2003,Finland,M,75+ years
176,2003,Finland,M,55-74 years
111,2003,Finland,M,25-34 years
95,2003,Finland,M,15-24 years
112,2003,Finland,F,35-54 years
72,2003,Finland,F,55-74 years
22,2003,Finland,F,75+ years
27,2003,Finland,F,15-24 years
25,2003,Finland,F,25-34 years
5,2003,Finland,M,5-14 years
2,2003,Finland,F,5-14 years
220,2004,Finland,M,55-74 years
310,2004,Finland,M,35-54 years
49,2004,Finland,M,75+ years
119,2004,Finland,M,25-34 years
110,2004,Finland,M,15-24 years
116,2004,Finland,F,35-54 years
31,2004,Finland,F,15-24 years
30,2004,Finland,F,25-34 years
54,2004,Finland,F,55-74 years
20,2004,Finland,F,75+ years
4,2004,Finland,M,5-14 years
1,2004,Finland,F,5-14 years
64,2005,Finland,M,75+ years
299,2005,Finland,M,35-54 years
194,2005,Finland,M,55-74 years
99,2005,Finland,M,25-34 years
68,2005,Finland,M,15-24 years
109,2005,Finland,F,35-54 years
74,2005,Finland,F,55-74 years
33,2005,Finland,F,15-24 years
32,2005,Finland,F,25-34 years
20,2005,Finland,F,75+ years
2,2005,Finland,F,5-14 years
310,2006,Finland,M,35-54 years
225,2006,Finland,M,55-74 years
113,2006,Finland,M,25-34 years
44,2006,Finland,M,75+ years
108,2006,Finland,M,15-24 years
104,2006,Finland,F,35-54 years
78,2006,Finland,F,55-74 years
33,2006,Finland,F,25-34 years
24,2006,Finland,F,75+ years
19,2006,Finland,F,15-24 years
3,2006,Finland,M,5-14 years
1,2006,Finland,F,5-14 years
58,2007,Finland,M,75+ years
297,2007,Finland,M,35-54 years
203,2007,Finland,M,55-74 years
101,2007,Finland,M,25-34 years
89,2007,Finland,M,15-24 years
83,2007,Finland,F,55-74 years
89,2007,Finland,F,35-54 years
31,2007,Finland,F,15-24 years
24,2007,Finland,F,25-34 years
17,2007,Finland,F,75+ years
3,2007,Finland,M,5-14 years
331,2008,Finland,M,35-54 years
225,2008,Finland,M,55-74 years
116,2008,Finland,M,25-34 years
46,2008,Finland,M,75+ years
81,2008,Finland,M,15-24 years
91,2008,Finland,F,35-54 years
68,2008,Finland,F,55-74 years
32,2008,Finland,F,25-34 years
26,2008,Finland,F,15-24 years
13,2008,Finland,F,75+ years
2,2008,Finland,F,5-14 years
2,2008,Finland,M,5-14 years
293,2009,Finland,M,35-54 years
57,2009,Finland,M,75+ years
121,2009,Finland,M,25-34 years
201,2009,Finland,M,55-74 years
89,2009,Finland,M,15-24 years
100,2009,Finland,F,35-54 years
84,2009,Finland,F,55-74 years
40,2009,Finland,F,25-34 years
28,2009,Finland,F,15-24 years
20,2009,Finland,F,75+ years
1,2009,Finland,F,5-14 years
119,2010,Finland,M,25-34 years
52,2010,Finland,M,75+ years
241,2010,Finland,M,35-54 years
200,2010,Finland,M,55-74 years
105,2010,Finland,M,15-24 years
37,2010,Finland,F,25-34 years
77,2010,Finland,F,35-54 years
69,2010,Finland,F,55-74 years
30,2010,Finland,F,15-24 years
23,2010,Finland,F,75+ years
1,2010,Finland,M,5-14 years
64,2011,Finland,M,75+ years
259,2011,Finland,M,35-54 years
191,2011,Finland,M,55-74 years
105,2011,Finland,M,25-34 years
89,2011,Finland,M,15-24 years
73,2011,Finland,F,55-74 years
67,2011,Finland,F,35-54 years
27,2011,Finland,F,15-24 years
26,2011,Finland,F,25-34 years
9,2011,Finland,F,75+ years
2,2011,Finland,M,5-14 years
235,2012,Finland,M,35-54 years
195,2012,Finland,M,55-74 years
49,2012,Finland,M,75+ years
91,2012,Finland,M,25-34 years
85,2012,Finland,M,15-24 years
87,2012,Finland,F,55-74 years
32,2012,Finland,F,15-24 years
65,2012,Finland,F,35-54 years
27,2012,Finland,F,25-34 years
7,2012,Finland,F,75+ years
131,2013,Finland,M,25-34 years
216,2013,Finland,M,55-74 years
56,2013,Finland,M,75+ years
194,2013,Finland,M,35-54 years
68,2013,Finland,M,15-24 years
72,2013,Finland,F,35-54 years
69,2013,Finland,F,55-74 years
31,2013,Finland,F,15-24 years
31,2013,Finland,F,25-34 years
17,2013,Finland,F,75+ years
1,2013,Finland,F,5-14 years
1,2013,Finland,M,5-14 years
61,2014,Finland,M,75+ years
110,2014,Finland,M,25-34 years
207,2014,Finland,M,35-54 years
157,2014,Finland,M,55-74 years
63,2014,Finland,M,15-24 years
37,2014,Finland,F,25-34 years
60,2014,Finland,F,35-54 years
59,2014,Finland,F,55-74 years
22,2014,Finland,F,15-24 years
11,2014,Finland,F,75+ years
1,2014,Finland,F,5-14 years
1,2014,Finland,M,5-14 years
53,2015,Finland,M,75+ years
190,2015,Finland,M,35-54 years
92,2015,Finland,M,25-34 years
159,2015,Finland,M,55-74 years
59,2015,Finland,M,15-24 years
30,2015,Finland,F,25-34 years
55,2015,Finland,F,35-54 years
55,2015,Finland,F,55-74 years
21,2015,Finland,F,75+ years
12,2015,Finland,F,15-24 years
5,2015,Finland,M,5-14 years
1522,1985,France,M,75+ years
2363,1985,France,M,55-74 years
2752,1985,France,M,35-54 years
1492,1985,France,M,25-34 years
670,1985,France,F,75+ years
1218,1985,France,F,55-74 years
740,1985,France,M,15-24 years
1065,1985,France,F,35-54 years
447,1985,France,F,25-34 years
197,1985,France,F,15-24 years
29,1985,France,M,5-14 years
6,1985,France,F,5-14 years
1465,1986,France,M,75+ years
2382,1986,France,M,55-74 years
2847,1986,France,M,35-54 years
1448,1986,France,M,25-34 years
694,1986,France,F,75+ years
1203,1986,France,F,55-74 years
1137,1986,France,F,35-54 years
695,1986,France,M,15-24 years
424,1986,France,F,25-34 years
193,1986,France,F,15-24 years
35,1986,France,M,5-14 years
6,1986,France,F,5-14 years
1491,1987,France,M,75+ years
2198,1987,France,M,55-74 years
2855,1987,France,M,35-54 years
1369,1987,France,M,25-34 years
730,1987,France,F,75+ years
1122,1987,France,F,55-74 years
1124,1987,France,F,35-54 years
641,1987,France,M,15-24 years
414,1987,France,F,25-34 years
175,1987,France,F,15-24 years
33,1987,France,M,5-14 years
9,1987,France,F,5-14 years
1470,1988,France,M,75+ years
2012,1988,France,M,55-74 years
2752,1988,France,M,35-54 years
1371,1988,France,M,25-34 years
652,1988,France,F,75+ years
1063,1988,France,F,55-74 years
1087,1988,France,F,35-54 years
606,1988,France,M,15-24 years
380,1988,France,F,25-34 years
178,1988,France,F,15-24 years
23,1988,France,M,5-14 years
5,1988,France,F,5-14 years
1476,1989,France,M,75+ years
2066,1989,France,M,55-74 years
2731,1989,France,M,35-54 years
1366,1989,France,M,25-34 years
677,1989,France,F,75+ years
1063,1989,France,F,55-74 years
681,1989,France,M,15-24 years
1043,1989,France,F,35-54 years
391,1989,France,F,25-34 years
190,1989,France,F,15-24 years
23,1989,France,M,5-14 years
8,1989,France,F,5-14 years
1441,1990,France,M,75+ years
1986,1990,France,M,55-74 years
2816,1990,France,M,35-54 years
1314,1990,France,M,25-34 years
661,1990,France,F,75+ years
1002,1990,France,F,55-74 years
607,1990,France,M,15-24 years
981,1990,France,F,35-54 years
392,1990,France,F,25-34 years
184,1990,France,F,15-24 years
14,1990,France,M,5-14 years
5,1990,France,F,5-14 years
1309,1991,France,M,75+ years
2048,1991,France,M,55-74 years
2870,1991,France,M,35-54 years
1346,1991,France,M,25-34 years
645,1991,France,F,75+ years
1041,1991,France,F,55-74 years
639,1991,France,M,15-24 years
1058,1991,France,F,35-54 years
366,1991,France,F,25-34 years
167,1991,France,F,15-24 years
9,1991,France,M,5-14 years
4,1991,France,F,5-14 years
1328,1992,France,M,75+ years
2077,1992,France,M,55-74 years
